MEP,Part_Anon,Stimulus,Timepoint,MEP_P2P,MEP_AUC,LBase_P2P,LBase_AUC,Target_Error,Angular_Error,Twist_Error,Allow_1st_Trial,Allow_Loc_Error,Allow_MEP,ALLOW,Study_Group,Filter_insuff_data,Filter_sig_dif_base,FILTER
190,23,1,500,0.524597168,10.50231934,0.549926758,27.94372559,0.797,0.165,-1.99,1,1,1,1,120,1,1,1
191,23,4,200,2.861480713,53.95301819,0.622711182,40.99838257,0.73,1.04,-1.383,1,1,1,1,120,1,1,1
192,23,3,200,2.405853271,42.04910278,0.579528809,36.48574829,0.642,0.268,-0.739,1,1,1,1,120,1,1,1
193,23,4,200,1.252441406,23.13964844,0.43762207,28.77922058,0.499,0.613,-0.721,1,1,1,1,120,1,1,1
194,23,1,200,2.019042969,33.44841003,0.478973389,37.46330261,0.446,0.362,-0.316,1,1,1,1,120,1,1,1
195,23,4,500,0.483856201,9.968338013,0.121002197,17.10784912,0.527,0.784,-0.695,1,1,1,1,120,1,1,1
196,23,3,500,2.682342529,52.60322571,0.33416748,30.89485168,1.274,3.804,0.703,1,1,1,1,120,1,1,1
197,23,1,500,1.897888184,36.5486908,0.149078369,16.5788269,0.963,1.142,0.079,1,1,1,1,120,1,1,1
198,23,3,500,3.339385986,65.67230225,2.117156982,92.59750366,0.485,1.212,-0.673,1,1,1,1,120,1,1,1
199,23,4,200,0.856323242,19.69596863,0.405426025,30.37071228,0.482,0.994,-1.071,1,1,1,1,120,1,1,1
200,23,3,200,1.405334473,26.75941467,0.343475342,26.51901245,0.506,1.178,-0.28,1,1,1,1,120,1,1,1
201,23,3,200,1.580657959,28.98338318,0.231781006,22.5201416,0.357,1.336,-0.733,1,1,1,1,120,1,1,1
202,23,4,500,0.497589111,10.04959106,0.207366943,18.98635864,0.072,1.067,-1.308,1,1,1,1,120,1,1,1
203,23,1,500,1.888885498,37.20046997,0.144195557,18.0329895,0.847,1.202,-0.378,1,1,1,1,120,1,1,1
204,23,3,200,1.276550293,25.37239075,0.255432129,21.44371033,0.758,1.259,-0.893,1,1,1,1,120,1,1,1
205,23,3,500,1.578521729,26.96922302,0.19821167,19.2288208,0.835,1.1,-0.374,1,1,1,1,120,1,1,1
206,23,4,200,2.944641113,53.53813171,0.849914551,66.92016602,0.451,0.978,-0.576,1,1,1,1,120,1,1,1
207,23,4,200,1.783447266,31.32629395,0.808563232,51.94297791,0.29,0.889,-0.61,1,1,1,1,120,1,1,1
208,23,4,200,1.849365234,36.07177734,0.570831299,37.33047485,0.415,0.836,-0.253,1,1,1,1,120,1,1,1
209,23,4,200,1.499938965,31.09176636,0.201263428,17.95783997,0.549,0.632,-0.124,1,1,1,1,120,1,1,1
210,23,1,200,1.78817749,31.13090515,0.253448486,20.14755249,0.845,0.279,0.438,1,1,1,1,120,1,1,1
211,23,3,200,1.446380615,27.80006409,0.159454346,17.55592346,0.67,1.104,-1.224,0,1,1,0,120,1,1,0
212,23,1,200,2.04574585,44.71969604,0.950469971,71.31988525,0.295,1.302,-2.454,1,1,1,1,120,1,1,1
213,23,3,200,1.716461182,29.97779846,0.295257568,25.80276489,0.299,1.84,-2.144,1,1,1,1,120,1,1,1
214,23,3,200,1.359405518,25.00267029,0.136108398,16.7868042,0.627,2.011,-0.822,1,1,1,1,120,1,1,1
215,23,3,200,3.79776001,68.80729675,1.524047852,86.87988281,0.173,1.924,-0.272,1,1,1,1,120,1,1,1
216,23,4,500,0.110321045,4.471664429,2.136535645,84.64241028,0.792,1.531,0.372,1,1,0,0,120,1,1,0
217,23,3,500,4.092407227,82.00721741,2.379302979,170.8449554,0.83,1.646,-0.485,1,1,0,0,120,1,1,0
218,23,4,200,0.999908447,19.19517517,0.309295654,23.23303223,0.424,1.318,-1.569,1,1,1,1,120,1,1,1
219,23,4,200,1.474914551,29.05990601,0.256500244,25.49217224,0.512,1.274,-1.423,1,1,1,1,120,1,1,1
220,23,3,500,3.930358887,70.92178345,1.395721436,82.13699341,0.487,1.556,-1.466,1,1,1,1,120,1,1,1
221,23,4,200,2.199554443,43.16093445,0.518188477,39.57862854,0.543,1.412,-1.056,1,1,1,1,120,1,1,1
222,23,4,500,2.05871582,41.81251526,0.339050293,29.51820374,0.483,1.339,-1.259,1,1,1,1,120,1,1,1
223,23,1,500,2.244262695,43.2497406,0.550689697,26.77490234,0.337,1.245,-2.029,1,1,1,1,120,1,1,1
224,23,3,200,1.815338135,41.6230011,0.566558838,41.20223999,0.578,1.007,-0.971,1,1,1,1,120,1,1,1
225,23,1,500,1.636962891,31.52816772,0.357055664,25.76164246,0.529,1.042,-0.503,1,1,1,1,120,1,1,1
226,23,4,500,0.604553223,12.38006592,0.157012939,18.35906982,0.384,1.18,-1.025,1,1,1,1,120,1,1,1
227,23,4,200,1.09375,21.33766174,0.251159668,23.02398682,0.046,1.216,-1.301,1,1,1,1,120,1,1,1
228,23,4,500,2.469940186,42.49015808,0.181732178,17.5579834,0.363,1.047,-0.327,1,1,1,1,120,1,1,1
229,23,3,500,1.323242188,27.5945282,0.135498047,16.34559631,0.233,0.455,-0.52,1,1,1,1,120,1,1,1
230,23,1,500,2.067565918,45.37841797,0.592346191,31.42623901,0.549,0.313,0.37,1,1,1,1,120,1,1,1
231,23,4,200,1.855773926,35.39344788,0.76965332,45.32928467,1.528,2.291,0.337,1,1,1,1,120,1,1,1
232,23,1,200,2.026519775,33.30764771,0.210723877,20.60600281,0.724,2.963,0.933,1,1,1,1,120,1,1,1
233,23,4,500,0.971679688,19.77851868,0.294952393,18.9012146,0.608,2.497,0.975,1,1,1,1,120,1,1,1
234,23,4,500,1.317749023,27.68302917,0.132141113,17.33123779,0.213,2.705,-0.052,1,1,1,1,120,1,1,1
235,23,1,200,2.138214111,37.36129761,0.504302979,39.54475403,0.775,3.015,0.138,1,1,1,1,120,1,1,1
236,23,3,200,0.751953125,16.70593262,0.1512146,16.64321899,0.352,2.53,-0.246,1,1,1,1,120,1,1,1
237,23,1,200,1.909179688,37.66189575,0.269317627,23.96720886,0.538,2.434,-0.52,1,1,1,1,120,1,1,1
238,23,3,500,2.542572021,38.27430725,0.25894165,24.73884583,0.555,2.347,-0.738,1,1,1,1,120,1,1,1
239,23,1,500,1.912384033,38.75411987,0.270233154,22.89802551,0.26,2.178,-1.423,1,1,1,1,120,1,1,1
240,23,1,500,0.89050293,17.70240784,0.215301514,19.48242188,0.6,3.677,0.209,1,1,1,1,120,1,1,1
1,24,1,200,4.026031494,93.58283997,2.388153076,189.2199707,0.39,3.158,-1.593,0,1,1,0,120,1,1,0
2,24,3,500,3.845214844,101.1271667,3.7059021,190.3637695,0.383,2.239,-1.489,1,1,1,1,120,1,1,1
3,24,1,200,2.348327637,53.35800171,1.534423828,96.0823822,0.364,2.341,-1.474,1,1,1,1,120,1,1,1
4,24,1,200,1.768341064,43.2383728,1.611022949,83.86955261,0.461,1.878,-1.149,1,1,1,1,120,1,1,1
5,24,4,500,1.308135986,27.0728302,1.083374023,52.11715698,0.162,0.555,-1.276,1,1,1,1,120,1,1,1
6,24,1,200,1.629943848,32.43179321,1.142730713,58.21182251,0.32,0.297,-0.966,1,1,1,1,120,1,1,1
7,24,3,500,1.817932129,40.22125244,1.580963135,91.54144287,0.323,0.659,-1.198,1,1,1,1,120,1,1,1
8,24,1,200,2.030334473,58.31100464,1.834259033,113.0813599,0.415,0.418,-0.599,1,1,1,1,120,1,1,1
9,24,4,200,1.742248535,58.0770874,1.298980713,106.2451935,0.167,0.734,-1.342,1,1,1,1,120,1,1,1
10,24,3,200,0.9425354,24.35783386,1.746368408,74.27268982,0.113,1.032,-1.495,1,1,1,1,120,1,1,1
11,24,1,500,1.136169434,23.21754456,0.426177979,32.33398438,0.153,1.218,-2.06,1,1,1,1,120,1,1,1
12,24,4,500,2.248382568,46.95739746,1.542816162,79.94636536,0.12,1.423,-1.752,1,1,1,1,120,1,1,1
13,24,1,200,1.716766357,36.74499512,1.13067627,70.69236755,0.03,1.549,-1.74,1,1,1,1,120,1,1,1
14,24,4,500,2.789306641,72.31269836,1.868438721,113.5378265,0.093,1.653,-1.969,1,1,1,1,120,1,1,1
15,24,3,500,0.740661621,13.75816345,0.476531982,30.14427185,0.207,1.672,-2.243,1,1,1,1,120,1,1,1
16,24,3,500,0.086364746,4.234771729,0.124511719,15.78315735,0.2,1.763,-2.382,1,1,1,1,120,1,1,1
17,24,1,200,2.944335938,69.99862671,2.631225586,151.6464996,0.075,1.183,-2.075,1,1,1,1,120,1,1,1
18,24,1,200,1.781463623,47.38716125,2.111816406,183.4485626,0.19,0.779,-1.539,1,1,1,1,120,1,1,1
19,24,3,200,0.851898193,18.47846985,0.885467529,77.43743896,0.045,0.997,-1.869,1,1,1,1,120,1,1,1
20,24,4,500,3.385314941,87.75947571,2.063598633,169.3972015,0.304,1.067,-2.204,1,1,1,1,120,1,1,1
21,24,3,500,1.457824707,28.32489014,1.101531982,88.2497406,0.297,1.047,-2.606,1,1,1,1,120,1,1,1
22,24,4,200,3.729553223,111.5689087,3.921966553,177.8804779,0.178,1.054,-2.637,1,1,1,1,120,1,1,1
23,24,1,500,2.068786621,38.20541382,0.85357666,74.23423767,0.161,1.159,-2.522,1,1,1,1,120,1,1,1
24,24,4,200,2.20199585,46.14944458,0.768737793,74.80125427,0.021,1.36,-2.881,1,1,1,1,120,1,1,1
25,24,3,200,2.620697021,66.2651062,1.899719238,112.1800995,0.105,0.871,-2.359,1,1,1,1,120,1,1,1
26,24,3,500,1.141357422,34.72991943,1.08001709,78.32862854,0.233,0.936,-2.239,1,1,1,1,120,1,1,1
27,24,1,200,1.703338623,52.10838318,1.567993164,109.0877533,0.195,0.88,-2.089,1,1,1,1,120,1,1,1
28,24,3,500,2.047729492,55.27008057,1.948699951,146.940155,0.233,0.909,-2.228,1,1,1,1,120,1,1,1
29,24,3,500,1.813812256,54.72503662,2.072143555,113.4854126,0.164,1.217,-2.513,1,1,1,1,120,1,1,1
30,24,4,500,1.533813477,40.59684753,1.371002197,74.54727173,0.227,1.213,-2.132,1,1,1,1,120,1,1,1
31,24,3,500,2.846984863,66.29119873,1.081848145,74.53147888,0.744,2.082,0.041,0,1,1,0,120,1,1,0
32,24,4,200,1.007080078,27.04368591,0.577697754,45.73097229,0.501,2.368,0.233,1,1,1,1,120,1,1,1
33,24,3,200,3.679656982,81.39129639,2.701263428,184.4405365,0.348,0.379,-0.045,1,1,1,1,120,1,1,1
34,24,3,200,3.111877441,73.69468689,1.410675049,105.4706573,0.227,0.634,-0.124,1,1,1,1,120,1,1,1
35,24,1,500,0.402832031,8.223419189,0.318756104,25.15022278,0.537,0.73,-0.476,1,1,1,1,120,1,1,1
36,24,1,500,1.604919434,25.90927124,0.673675537,50.8391571,0.3,0.616,-0.804,1,1,1,1,120,1,1,1
37,24,1,200,1.326904297,26.59706116,0.888366699,66.4907074,0.263,0.628,-1.04,1,1,1,1,120,1,1,1
38,24,3,500,0.563354492,13.14826965,0.346832275,22.62367249,0.298,0.176,-1.412,1,1,1,1,120,1,1,1
39,24,3,500,0.488433838,12.3790741,0.431365967,34.99893188,0.23,0.235,-1.632,1,1,1,1,120,1,1,1
40,24,3,500,2.108917236,47.3601532,1.499633789,113.8464355,0.344,0.361,-1.222,1,1,1,1,120,1,1,1
41,24,1,500,0.698852539,16.23779297,0.884552002,64.42947388,0.81,1.172,-0.913,1,1,1,1,120,1,1,1
42,24,4,200,0.384979248,10.17776489,0.33493042,28.16101074,0.142,0.591,-1.362,1,1,1,1,120,1,1,1
43,24,1,500,0.240631104,7.850341797,0.200653076,17.17384338,0.405,0.199,-1.583,1,1,1,1,120,1,1,1
44,24,1,200,0.801239014,17.65007019,0.594787598,39.53330994,0.487,0.522,-1.633,1,1,1,1,120,1,1,1
45,24,3,200,0.172424316,5.679397583,0.196380615,19.93003845,0.23,0.842,-2.028,1,1,1,1,120,1,1,1
46,24,3,500,0.9034729,19.88853455,0.420837402,30.75439453,0.154,1.265,-1.662,1,1,1,1,120,1,1,1
47,24,3,500,0.978088379,24.09347534,0.658569336,53.64151001,0.18,0.854,-1.717,1,1,1,1,120,1,1,1
48,24,3,200,0.511016846,12.91770935,0.436553955,31.39785767,0.313,0.725,-1.477,1,1,1,1,120,1,1,1
49,24,1,200,0.40222168,9.579391479,0.161743164,17.63336182,0.208,0.576,-1.383,1,1,1,1,120,1,1,1
50,24,3,500,2.366333008,56.56745911,1.385803223,87.55722046,0.645,0.977,-1.792,1,1,1,1,120,1,1,1
51,24,4,500,1.750030518,39.67857361,1.417541504,72.88154602,0.263,1.431,-2.214,1,1,1,1,120,1,1,1
52,24,3,200,0.731811523,18.99925232,0.369720459,29.0297699,0.157,0.949,-2.013,1,1,1,1,120,1,1,1
53,24,3,500,1.067657471,24.36340332,0.574035645,41.96846008,0.169,0.795,-2.28,1,1,1,1,120,1,1,1
54,24,3,200,0.236816406,6.735839844,0.317687988,24.64424133,0.152,0.98,-2.612,1,1,1,1,120,1,1,1
55,24,4,500,0.124816895,5.041122437,0.113983154,16.12625122,0.243,1.027,-2.643,1,1,1,1,120,1,1,1
56,24,4,500,1.817474365,32.94776917,0.986938477,53.44940186,0.102,2.014,-2.731,1,1,1,1,120,1,1,1
57,24,3,500,0.489501953,11.25701904,0.845489502,56.83227539,0.26,1.874,-2.629,1,1,1,1,120,1,1,1
58,24,3,200,0.376434326,9.438705444,0.254364014,19.23652649,0.293,1.605,-1.88,1,1,1,1,120,1,1,1
59,24,3,200,0.315093994,8.901748657,0.171051025,17.80052185,0.393,2.026,-1.79,1,1,1,1,120,1,1,1
60,24,3,500,2.333831787,62.61543274,2.880249023,188.9376831,0.112,2.051,-1.765,1,1,1,1,120,1,1,1
61,24,4,500,2.518768311,48.19740295,0.809783936,67.13279724,0.105,2.705,-0.355,0,1,1,0,120,1,1,0
62,24,3,200,2.44720459,54.27268982,1.342010498,98.84521484,0.192,1.33,-0.641,1,1,1,1,120,1,1,1
63,24,4,200,0.625610352,13.56941223,0.49911499,26.587677,0.34,2.169,-1.572,1,1,1,1,120,1,1,1
64,24,3,200,3.596801758,65.8745575,2.875671387,183.2337189,0.237,2.811,-1.826,1,1,1,1,120,1,1,1
65,24,1,200,1.965179443,50.46455383,1.920471191,111.7884064,0.24,3.046,-2.454,1,1,1,1,120,1,1,1
66,24,1,500,1.084442139,24.44862366,0.476074219,33.47740173,0.38,3.057,-1.704,1,1,1,1,120,1,1,1
67,24,1,200,2.867736816,77.34039307,0.942993164,70.99899292,0.414,1.053,-1.74,1,1,1,1,120,1,1,1
68,24,1,200,1.00112915,21.61224365,0.629577637,40.81108093,0.225,2.306,-0.386,1,1,1,1,120,1,1,1
69,24,4,500,0.155181885,5.20690918,0.249786377,18.9289093,0.528,1.067,-1.553,1,1,1,1,120,1,1,1
70,24,4,200,3.324279785,69.77279663,1.040039063,84.94232178,0.386,1.494,-0.222,1,1,1,1,120,1,1,1
71,24,3,200,2.340240479,57.21412659,1.041870117,81.40762329,0.128,1.89,-0.713,1,1,1,1,120,1,1,1
72,24,1,200,1.623382568,43.14231873,1.245880127,80.20248413,0.132,1.867,-0.772,1,1,1,1,120,1,1,1
73,24,1,500,0.156707764,5.082931519,0.153198242,17.10418701,0.159,1.863,-0.953,1,1,1,1,120,1,1,1
74,24,4,500,0.459289551,13.49586487,0.477752686,36.45904541,0.24,1.373,-0.656,1,1,1,1,120,1,1,1
75,24,3,500,2.706756592,70.31837463,0.883331299,60.8896637,0.407,1.295,-0.913,1,1,1,1,120,1,1,1
76,24,4,200,0.96572876,29.83734131,1.13571167,78.06358337,0.102,1.45,-1.176,1,1,1,1,120,1,1,1
77,24,1,500,1.934204102,38.70750427,0.706329346,43.69544983,0.164,1.509,-0.959,1,1,1,1,120,1,1,1
78,24,4,500,1.122589111,21.66038513,0.771179199,53.39141846,0.17,1.589,-1.482,1,1,1,1,120,1,1,1
79,24,3,200,0.775146484,23.63685608,0.781402588,56.33918762,0.161,1.605,-1.267,1,1,1,1,120,1,1,1
80,24,4,500,0.921325684,21.70387268,0.274200439,21.02661133,0.077,1.425,-1.076,1,1,1,1,120,1,1,1
81,24,1,200,1.314086914,31.38626099,0.830383301,49.15153503,0.502,1.177,-1.172,1,1,1,1,120,1,1,1
82,24,4,200,1.817626953,48.82911682,0.90927124,62.17071533,0.18,1.101,-1.115,1,1,1,1,120,1,1,1
83,24,3,200,2.098236084,51.06620789,1.250457764,68.49281311,0.07,1.289,-1.635,1,1,1,1,120,1,1,1
84,24,4,500,3.813323975,76.92131042,2.131958008,167.9708099,0.135,1.078,-1.16,1,1,1,1,120,1,1,1
85,24,1,200,1.789703369,35.20256042,0.434265137,37.68692017,0.144,0.951,-1.386,1,1,1,1,120,1,1,1
86,24,1,500,0.383758545,9.869537354,0.234375,21.60423279,0.143,0.479,-0.694,1,1,1,1,120,1,1,1
87,24,4,200,1.220855713,26.76742554,0.62210083,45.44532776,0.164,0.35,-0.563,1,1,1,1,120,1,1,1
88,24,4,500,0.733947754,16.68258667,0.344543457,29.73869324,0.476,0.359,-0.812,1,1,1,1,120,1,1,1
89,24,4,200,1.174926758,32.56500244,0.572814941,45.33187866,0.501,0.663,-0.916,1,1,1,1,120,1,1,1
90,24,4,500,0.132446289,5.163726807,0.062408447,15.57929993,0.218,0.56,-1.058,1,1,1,1,120,1,1,1
91,24,3,500,1.686248779,34.2817688,0.836334229,58.76472473,0.076,1.037,-0.275,0,1,1,0,120,1,1,0
92,24,1,200,1.714324951,50.62446594,2.147064209,117.1511841,0.296,1.214,-0.492,1,1,1,1,120,1,1,1
93,24,1,200,0.906524658,21.90483093,0.920257568,75.71411133,0.353,0.847,-0.347,1,1,1,1,120,1,1,1
94,24,3,200,1.382751465,30.26290894,0.832977295,47.25723267,0.682,0.85,-0.301,1,1,1,1,120,1,1,1
95,24,3,500,1.53717041,29.9016571,1.205444336,85.15975952,0.36,1.027,-0.263,1,1,1,1,120,1,1,1
96,24,4,200,0.855712891,20.17456055,0.59463501,41.97433472,0.355,0.844,0.122,1,1,1,1,120,1,1,1
97,24,1,200,0.493011475,11.7905426,0.18371582,18.32641602,0.496,0.686,-0.024,1,1,1,1,120,1,1,1
98,24,1,500,0.642089844,14.5639801,0.585021973,27.35046387,0.412,0.435,-0.994,1,1,1,1,120,1,1,1
99,24,3,200,1.980285645,36.94404602,0.842132568,56.22077942,0.469,1.017,-1.509,1,1,1,1,120,1,1,1
100,24,1,200,0.999603271,26.37390137,0.774078369,60.78269958,0.308,0.757,-1.395,1,1,1,1,120,1,1,1
101,24,3,500,2.957000732,62.47619629,0.872344971,72.84698486,0.368,0.876,-1.125,1,1,1,1,120,1,1,1
102,24,1,200,3.311920166,69.19891357,3.117523193,173.9136505,0.466,0.701,-0.915,1,1,1,1,120,1,1,1
103,24,1,500,1.3621521,30.05821228,0.670471191,51.73622131,0.299,0.221,-1.359,1,1,1,1,120,1,1,1
104,24,3,500,3.179016113,68.13140869,1.458740234,105.7273102,0.206,0.268,-1.196,1,1,1,1,120,1,1,1
105,24,4,200,2.575531006,52.98149109,1.242370605,73.43002319,0.288,0.43,-1.285,1,1,1,1,120,1,1,1
106,24,4,200,3.387908936,69.93507385,0.943756104,69.84077454,0.19,0.534,-1.587,1,1,1,1,120,1,1,1
107,24,3,200,0.886993408,22.68318176,0.592803955,38.95423889,0.158,0.83,-1.9,1,1,1,1,120,1,1,1
108,24,4,500,1.414337158,36.0333252,0.753173828,47.12974548,0.18,0.73,-1.354,1,1,1,1,120,1,1,1
109,24,3,500,0.191345215,5.504150391,0.091094971,15.5355835,0.546,0.334,-0.867,1,1,1,1,120,1,1,1
110,24,4,200,3.306732178,69.3094635,2.109832764,125.5486298,0.393,0.296,-0.757,1,1,1,1,120,1,1,1
111,24,1,500,0.242004395,6.607513428,0.276641846,23.21174622,0.472,0.425,-0.528,1,1,1,1,120,1,1,1
112,24,4,200,2.911376953,61.1264801,0.946960449,77.31567383,0.289,0.24,-0.771,1,1,1,1,120,1,1,1
113,24,3,500,0.280151367,6.703948975,0.230407715,18.6353302,0.421,0.359,-0.747,1,1,1,1,120,1,1,1
114,24,4,500,0.53314209,14.04556274,0.440826416,34.33227539,0.371,0.645,-1.506,1,1,1,1,120,1,1,1
115,24,3,200,3.209991455,67.09793091,1.954193115,151.4803314,0.057,1.359,-1.874,1,1,1,1,120,1,1,1
116,24,1,200,0.632781982,11.74278259,0.510253906,43.98071289,0.133,1.126,-1.613,1,1,1,1,120,1,1,1
117,24,3,200,2.1824646,43.52264404,1.475067139,92.83950806,0.228,0.844,-1.589,1,1,1,1,120,1,1,1
118,24,1,500,1.460571289,27.36747742,0.364685059,30.2456665,0.322,0.729,-1.342,1,1,1,1,120,1,1,1
119,24,3,200,2.728424072,57.55020142,1.600952148,108.5873413,0.101,1.067,-1.454,1,1,1,1,120,1,1,1
120,24,3,500,0.54107666,15.6817627,0.453796387,34.89372253,0.086,1.298,-2.015,1,1,1,1,120,1,1,1
121,24,1,500,3.166809082,59.06547546,1.654815674,91.5184021,0.23,3.165,0.047,0,1,1,0,120,1,1,0
122,24,1,500,1.254730225,24.55581665,0.445556641,30.79025269,0.424,2.452,0.46,1,1,1,1,120,1,1,1
123,24,4,500,0.705871582,13.90228271,0.385894775,29.29122925,0.526,2.351,0.172,1,1,1,1,120,1,1,1
124,24,1,200,2.376098633,57.15057373,1.116027832,68.36196899,0.456,2.235,-0.762,1,1,1,1,120,1,1,1
125,24,1,500,2.283172607,44.12109375,0.61920166,39.48219299,0.387,1.348,-0.981,1,1,1,1,120,1,1,1
126,24,4,200,2.745056152,73.37402344,1.528625488,123.6566162,0.348,1.603,-1.164,1,1,1,1,120,1,1,1
127,24,1,200,0.702514648,19.53796387,0.236816406,19.78134155,0.423,1.486,-2.052,1,1,1,1,120,1,1,1
128,24,4,500,1.62322998,36.98005676,0.789489746,52.88703918,0.417,1.884,-1.693,1,1,1,1,120,1,1,1
129,24,3,500,0.293273926,8.312454224,0.132904053,16.50489807,0.502,1.659,-1.35,1,1,1,1,120,1,1,1
130,24,4,500,0.738677979,19.04624939,1.067962646,81.54693604,16.416,6.106,-5.622,1,0,1,0,120,1,1,0
131,24,3,200,0.413208008,11.20300293,0.189361572,17.06321716,49.474,4.539,-7.662,1,0,1,0,120,1,1,0
132,24,4,200,2.549438477,61.02966309,2.06237793,163.2987976,0.383,4.102,-2.322,1,1,1,1,120,1,1,1
133,24,1,500,0.909881592,21.95671082,0.533599854,42.01339722,0.479,4.331,-2.743,1,1,1,1,120,1,1,1
134,24,3,500,0.990905762,22.20367432,0.481719971,39.26315308,0.547,1.962,-2.914,1,1,1,1,120,1,1,1
135,24,1,500,1.409301758,26.14700317,0.59967041,45.73890686,0.46,1.741,-3.048,1,1,1,1,120,1,1,1
136,24,4,500,2.669372559,70.1965332,2.222137451,133.7715912,0.478,1.947,-3.306,1,1,1,1,120,1,1,1
137,24,4,200,0.295410156,8.783569336,0.148468018,17.0917511,0.526,2.116,-1.953,1,1,1,1,120,1,1,1
138,24,4,200,3.025665283,73.56407166,1.538391113,100.1860046,0.242,2.178,-1.871,1,1,1,1,120,1,1,1
139,24,4,500,0.062408447,3.950881958,0.061340332,14.46754456,0.72,2.24,-1.245,1,1,1,1,120,1,1,1
140,24,4,200,0.845184326,24.61585999,0.601806641,47.17071533,0.249,2.279,-1.713,1,1,1,1,120,1,1,1
141,24,1,200,0.519714355,15.26512146,0.417938232,29.18449402,0.361,2.643,-1.358,1,1,1,1,120,1,1,1
142,24,3,200,1.520233154,27.58529663,0.997924805,60.13038635,0.346,2.371,-2.402,1,1,1,1,120,1,1,1
143,24,1,200,0.099487305,4.461288452,0.079345703,14.69390869,0.257,2.08,-2.563,1,1,1,1,120,1,1,1
144,24,3,500,0.105743408,3.872909546,0.072631836,14.68063354,0.241,2.362,-2.731,1,1,1,1,120,1,1,1
145,24,3,200,0.487976074,11.6796875,0.402526855,29.72236633,0.248,2.525,-2.807,1,1,1,1,120,1,1,1
146,24,1,200,1.002349854,25.07804871,0.655670166,52.95501709,0.251,1.467,-2.018,1,1,1,1,120,1,1,1
147,24,1,500,4.284667969,80.86341858,1.417236328,116.4344025,0.388,1.791,-1.436,1,1,1,1,120,1,1,1
148,24,3,200,1.26373291,30.86929321,0.538482666,38.56071472,0.363,1.971,-1.949,1,1,1,1,120,1,1,1
149,24,4,200,1.003875732,23.28025818,0.785675049,48.99284363,0.403,1.744,-1.916,1,1,1,1,120,1,1,1
150,24,4,500,0.829620361,17.57080078,0.284881592,24.8941803,0.288,1.793,-1.84,1,1,1,1,120,1,1,1
151,24,4,500,0.191802979,5.960998535,0.139923096,16.76383972,0.218,0.761,-0.73,0,1,1,0,120,1,1,0
152,24,3,200,3.804016113,73.10142517,3.182678223,236.67099,9.791,5.384,-3.822,1,0,1,0,120,1,1,0
153,24,3,500,0.062408447,3.896331787,0.094604492,14.97673035,75.349,4.146,-3.774,1,0,1,0,120,1,1,0
154,24,4,200,0.135345459,4.105758667,0.749816895,54.0536499,75.349,4.146,-3.774,1,0,1,0,120,1,1,0
155,24,4,200,1.16973877,16.23062134,0.260620117,20.35469055,547.6,119.684,69.259,1,0,1,0,120,1,1,0
156,24,4,200,0.49697876,9.287490845,0.510406494,30.22148132,547.6,119.684,69.259,1,0,1,0,120,1,1,0
157,24,4,500,0.13961792,4.877243042,0.322570801,20.15769958,547.6,119.684,69.259,1,0,1,0,120,1,1,0
158,24,1,500,0.042877197,3.938369751,0.050811768,14.89265442,744.992,137.43,69.315,1,0,1,0,120,1,1,0
159,24,1,200,1.257171631,34.81643677,1.817932129,131.1099243,19.236,3.798,-4.694,1,0,1,0,120,1,1,0
160,24,4,200,3.935241699,107.4581146,1.888427734,125.1950073,0.481,1.592,-2.487,1,1,1,1,120,1,1,1
161,24,4,500,0.432281494,11.95571899,0.289306641,22.80693054,0.463,1.578,-1.202,1,1,1,1,120,1,1,1
162,24,3,200,3.125,65.47721863,1.755523682,130.6533051,0.785,1.467,-1.277,1,1,1,1,120,1,1,1
163,24,3,200,1.247406006,23.05480957,0.535583496,41.27166748,0.56,1.792,-1.156,1,1,1,1,120,1,1,1
164,24,4,500,1.523284912,34.46716309,0.967254639,61.39282227,0.29,1.452,-1.256,1,1,1,1,120,1,1,1
165,24,3,500,1.299743652,26.92382813,0.608673096,40.08384705,0.293,1.559,-1.311,1,1,1,1,120,1,1,1
166,24,1,500,0.374298096,9.31388855,0.468597412,39.69070435,0.294,1.249,-1.596,1,1,1,1,120,1,1,1
167,24,4,200,0.872650146,23.4577179,0.460357666,37.78747559,0.225,1.002,-1.831,1,1,1,1,120,1,1,1
168,24,4,200,1.945800781,37.05436707,0.899658203,57.4811554,0.241,1.094,-1.123,1,1,1,1,120,1,1,1
169,24,3,200,0.441436768,13.28872681,0.527954102,33.63265991,0.456,1.473,-0.436,1,1,1,1,120,1,1,1
170,24,4,500,0.074615479,3.949813843,0.098876953,14.47685242,0.419,1.617,-0.278,1,1,1,1,120,1,1,1
171,24,1,500,1.239318848,32.27394104,0.680541992,56.66542053,0.09,1.149,-0.894,1,1,1,1,120,1,1,1
172,24,4,500,0.861816406,21.72622681,0.538635254,36.35856628,0.168,2.08,-0.659,1,1,1,1,120,1,1,1
173,24,3,200,0.08605957,4.157791138,0.094604492,14.87174988,0.445,2.218,-0.436,1,1,1,1,120,1,1,1
174,24,1,200,1.821746826,42.11174011,0.708312988,47.54577637,0.249,1.736,-1.045,1,1,1,1,120,1,1,1
175,24,3,500,2.441101074,51.89399719,1.3230896,73.14186096,0.22,1.924,-1.404,1,1,1,1,120,1,1,1
176,24,4,500,0.704803467,15.85128784,0.445251465,36.69509888,0.32,2.479,-0.803,1,1,1,1,120,1,1,1
